race,income,parent_ed,raw_sat_score,cluster,cluster_percentile,adjusted_sat_score,score_boost
Black,Q2,Bachelor,890,15,31.853785900783286,940,50
Black,Q2,Grad,890,15,31.853785900783286,940,50
Black,Q2,HS,890,15,31.853785900783286,940,50
Black,Q2,HS,890,15,31.853785900783286,940,50
Black,Q2,Grad,890,15,31.853785900783286,940,50
Black,Q2,Grad,890,15,31.853785900783286,940,50
Black,Q2,Bachelor,890,15,31.853785900783286,940,50
Black,Q2,Grad,890,15,31.853785900783286,940,50
Black,Q2,Grad,890,15,31.853785900783286,940,50
Black,Q3,No HS,890,15,31.853785900783286,940,50
Black,Q2,HS,890,15,31.853785900783286,940,50
Black,Q2,Bachelor,890,15,31.853785900783286,940,50
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q1,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
Black,Q5,HS,900,33,31.8733153638814,940,40
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
AIAN,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
White,Q4,HS,940,1,31.87409551374819,940,0
AIAN,Q4,HS,940,1,31.87409551374819,940,0
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
White,Q5,Grad,1050,5,31.88888888888889,940,-110
Two,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
Two,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
AIAN,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
Two,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,Grad,990,13,31.911613566289827,940,-50
White,Q4,No HS,990,13,31.911613566289827,940,-50
Asian,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
Asian,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
Asian,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
Asian,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
Two,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
Asian,Q2,HS,900,29,31.923558897243105,940,40
Asian,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
White,Q2,HS,900,29,31.923558897243105,940,40
Hispanic,Q1,Grad,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,HS,890,10,31.939908556499024,940,50
Hispanic,Q1,HS,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Grad,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,No HS,890,10,31.939908556499024,940,50
Hispanic,Q1,Grad,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Grad,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q1,Bachelor,890,10,31.939908556499024,940,50
Hispanic,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
AIAN,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Two,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Hispanic,Q3,Grad,960,4,32.0,940,-20
Black,Q3,Grad,960,4,32.0,940,-20
Asian,Q4,HS,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Associate,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Grad,1010,32,32.07395498392283,940,-70
Asian,Q4,Associate,1010,32,32.07395498392283,940,-70
Asian,Q4,Associate,1010,32,32.07395498392283,940,-70
Asian,Q4,Grad,1010,32,32.07395498392283,940,-70
Asian,Q4,HS,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,No HS,1010,32,32.07395498392283,940,-70
Asian,Q4,No HS,1010,32,32.07395498392283,940,-70
Asian,Q4,No HS,1010,32,32.07395498392283,940,-70
Asian,Q4,Associate,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Asian,Q4,Grad,1010,32,32.07395498392283,940,-70
Asian,Q4,Bachelor,1010,32,32.07395498392283,940,-70
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Two,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Two,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Two,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Two,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
NHPI,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Black,Q5,Grad,1000,31,32.10578348986653,940,-60
Two,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
Hispanic,Q5,Grad,1000,31,32.10578348986653,940,-60
NHPI,Q5,Grad,1000,31,32.10578348986653,940,-60
White,Q1,Associate,960,21,32.132701421800945,940,-20
White,Q2,Associate,960,21,32.132701421800945,940,-20
White,Q1,Associate,960,21,32.132701421800945,940,-20
Hispanic,Q5,Associate,960,21,32.132701421800945,940,-20
Black,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q3,Associate,960,21,32.132701421800945,940,-20
Hispanic,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
Hispanic,Q5,Associate,960,21,32.132701421800945,940,-20
Black,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q3,Associate,960,21,32.132701421800945,940,-20
Hispanic,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q2,Associate,960,21,32.132701421800945,940,-20
White,Q1,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
White,Q3,Associate,960,21,32.132701421800945,940,-20
Asian,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
White,Q1,Associate,960,21,32.132701421800945,940,-20
White,Q5,Associate,960,21,32.132701421800945,940,-20
Black,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
White,Q2,Associate,960,21,32.132701421800945,940,-20
AIAN,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q3,Associate,960,21,32.132701421800945,940,-20
White,Q2,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
Asian,Q5,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
White,Q2,Associate,960,21,32.132701421800945,940,-20
White,Q5,Associate,960,21,32.132701421800945,940,-20
AIAN,Q2,Associate,960,21,32.132701421800945,940,-20
White,Q4,Associate,960,21,32.132701421800945,940,-20
Asian,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
Two,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
Asian,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
White,Q1,Grad,960,9,32.14285714285714,940,-20
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q1,HS,980,14,32.217194570135746,950,-30
Asian,Q3,No HS,980,14,32.217194570135746,950,-30
Asian,Q3,No HS,980,14,32.217194570135746,950,-30
Asian,Q3,No HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q1,HS,980,14,32.217194570135746,950,-30
Asian,Q3,Associate,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q3,No HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q3,HS,980,14,32.217194570135746,950,-30
Asian,Q1,No HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q1,No HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q5,HS,980,14,32.217194570135746,950,-30
Asian,Q1,HS,980,14,32.217194570135746,950,-30
Asian,Q3,HS,980,14,32.217194570135746,950,-30
Asian,Q1,HS,980,14,32.217194570135746,950,-30
White,Q1,Bachelor,940,17,32.26837060702875,950,10
Two,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
Black,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
Black,Q1,Bachelor,940,17,32.26837060702875,950,10
Asian,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
Black,Q1,Bachelor,940,17,32.26837060702875,950,10
Two,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
AIAN,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
Asian,Q1,Bachelor,940,17,32.26837060702875,950,10
White,Q1,Bachelor,940,17,32.26837060702875,950,10
Asian,Q2,Bachelor,1040,12,32.3046875,950,-90
Asian,Q5,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q5,Bachelor,1040,12,32.3046875,950,-90
Asian,Q5,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q5,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q2,Bachelor,1040,12,32.3046875,950,-90
Asian,Q5,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
Asian,Q5,Bachelor,1040,12,32.3046875,950,-90
Asian,Q3,Bachelor,1040,12,32.3046875,950,-90
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
Two,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
White,Q2,Grad,980,20,32.416502946954814,950,-30
Black,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
Black,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
Black,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
AIAN,Q3,HS,920,24,32.47863247863248,950,30
Black,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
White,Q3,HS,920,24,32.47863247863248,950,30
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Black,Q5,Bachelor,950,0,32.64746227709191,950,0
Asian,Q5,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q2,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q5,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q5,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q2,Grad,1060,27,32.71670190274842,950,-110
Asian,Q5,Grad,1060,27,32.71670190274842,950,-110
Asian,Q5,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q3,Grad,1060,27,32.71670190274842,950,-110
Asian,Q5,Grad,1060,27,32.71670190274842,950,-110
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,No HS,950,3,32.82208588957055,950,0
Hispanic,Q4,No HS,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Associate,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q4,Bachelor,950,3,32.82208588957055,950,0
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,No HS,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Associate,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
Hispanic,Q2,Bachelor,900,22,32.83018867924528,950,50
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q1,HS,890,19,32.923832923832926,950,60
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
Two,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
White,Q5,HS,990,6,32.98969072164948,950,-40
